id,nombre,costo_unitario,iva
2261,Televisor LED,733457,139356.83
2262,Laptop,116969,22224.11
2263,Altavoz Bluetooth,664985,126347.15
2264,Perfume,447445,85014.55
2265,Bicicleta de montaña,467061,88741.59
2266,Altavoz Bluetooth,653450,124155.50
2267,Impresora láser,562614,106896.66
2268,Vestido de noche,418341,79484.79
2269,Maleta de viaje,727175,138163.25
2270,Auriculares inalámbricos,595012,113052.28
2271,Maleta de viaje,469736,89249.84
2272,Cafetera,287097,54548.43
2273,Licuadora,408393,77594.67
2274,Smartphone,125538,23852.22
2275,Licuadora,568878,108086.82
2276,Vestido de noche,93019,17673.61
2277,Refrigerador,347927,66106.13
2278,Altavoz Bluetooth,246909,46912.71
2279,Cámara digital,357923,68005.37
2280,Reloj inteligente,387531,73630.89
2281,Laptop,197426,37510.94
2282,Bicicleta de montaña,595181,113084.39
2283,Impresora láser,251911,47863.09
2284,Vestido de noche,594675,112988.25
2285,Televisor LED,110651,21023.69
2286,Laptop,80711,15335.09
2287,Reloj inteligente,621731,118128.89
2288,Bicicleta de montaña,166331,31602.89
2289,Refrigerador,687393,130604.67
2290,Auriculares inalámbricos,614348,116726.12
2291,Maleta de viaje,293370,55740.30
2292,Zapatos deportivos,371139,70516.41
2293,Licuadora,144189,27395.91
2294,Smartphone,211890,40259.10
2295,Licuadora,525966,99933.54
2296,Auriculares inalámbricos,588024,111724.56
2297,Licuadora,207069,39343.11
2298,Maleta de viaje,367194,69766.86
2299,Máquina de ejercicio,205266,39000.54
2300,Vestido de noche,760903,144571.57
2301,Refrigerador,359571,68318.49
2302,Gafas de sol,62221,11821.99
2303,Altavoz Bluetooth,358548,68124.12
2304,Tableta,519259,98659.21
2305,Altavoz Bluetooth,566206,107579.14
2306,Vestido de noche,740534,140701.46
2307,Maleta de viaje,734870,139625.30
2308,Maleta de viaje,466012,88542.28
2309,Gafas de sol,516648,98163.12
2310,Smartphone,777973,147814.87
2311,Bicicleta de montaña,623873,118535.87
2312,Licuadora,454682,86389.58
2313,Refrigerador,212624,40398.56
2314,Auriculares inalámbricos,315665,59976.35
2315,Juego de sartenes,190141,36126.79
2316,Laptop,500688,95130.72
2317,Cafetera,666029,126545.51
2318,Cafetera,373055,70880.45
2319,Televisor LED,284979,54146.01
2320,Televisor LED,549842,104469.98
2321,Smartphone,634674,120588.06
2322,Licuadora,175460,33337.40
2323,Bicicleta de montaña,407774,77477.06
2324,Tableta,768583,146030.77
2325,Smartphone,771261,146539.59
2326,Máquina de ejercicio,226024,42944.56
2327,Reloj inteligente,159305,30267.95
2328,Refrigerador,132034,25086.46
2329,Laptop,197270,37481.30
2330,Smartphone,351626,66808.94
2331,Máquina de ejercicio,550052,104509.88
2332,Impresora láser,277757,52773.83
2333,Refrigerador,659130,125234.70
2334,Altavoz Bluetooth,325342,61814.98
2335,Cámara digital,633824,120426.56
2336,Impresora láser,290472,55189.68
2337,Televisor LED,233238,44315.22
2338,Laptop,626278,118992.82
2339,Máquina de ejercicio,548255,104168.45
2340,Reloj inteligente,517018,98233.42
2341,Laptop,490868,93264.92
2342,Vestido de noche,533300,101327.00
2343,Smartphone,263408,50047.52
2344,Bicicleta de montaña,704286,133814.34
2345,Televisor LED,390080,74115.20
2346,Bicicleta de montaña,215467,40938.73
2347,Televisor LED,540535,102701.65
2348,Laptop,585597,111263.43
2349,Tableta,604415,114838.85
2350,Impresora láser,281558,53496.02
2351,Gafas de sol,647607,123045.33
2352,Máquina de ejercicio,120514,22897.66
2353,Perfume,474538,90162.22
2354,Cámara digital,185513,35247.47
2355,Tableta,302707,57514.33
2356,Gafas de sol,387953,73711.07
2357,Licuadora,486015,92342.85
2358,Tableta,52094,9897.86
2359,Televisor LED,125900,23921.00
2360,Reloj inteligente,377379,71702.01
2361,Máquina de ejercicio,62007,11781.33
2362,Televisor LED,565365,107419.35
2363,Altavoz Bluetooth,737871,140195.49
2364,Tableta,596558,113346.02
2365,Juego de sartenes,561520,106688.80
2366,Zapatos deportivos,636360,120908.40
2367,Refrigerador,381147,72417.93
2368,Zapatos deportivos,394667,74986.73
2369,Zapatos deportivos,67482,12821.58
2370,Laptop,510987,97087.53
2371,Cámara digital,551817,104845.23
2372,Televisor LED,396300,75297.00
2373,Gafas de sol,550299,104556.81
2374,Perfume,139281,26463.39
2375,Licuadora,62345,11845.55
2376,Máquina de ejercicio,791678,150418.82
2377,Juego de sartenes,227001,43130.19
2378,Reloj inteligente,515683,97979.77
2379,Máquina de ejercicio,379596,72123.24
2380,Smartphone,63782,12118.58
2381,Licuadora,493111,93691.09
2382,Altavoz Bluetooth,700250,133047.50
2383,Refrigerador,703786,133719.34
2384,Zapatos deportivos,171013,32492.47
2385,Auriculares inalámbricos,247922,47105.18
2386,Cafetera,293481,55761.39
2387,Tableta,570780,108448.20
2388,Bicicleta de montaña,472565,89787.35
2389,Máquina de ejercicio,275716,52386.04
2390,Cafetera,228661,43445.59
2391,Laptop,417209,79269.71
2392,Bicicleta de montaña,529071,100523.49
2393,Altavoz Bluetooth,131785,25039.15
2394,Auriculares inalámbricos,570945,108479.55
2395,Perfume,171109,32510.71
2396,Laptop,515280,97903.20
2397,Bicicleta de montaña,572141,108706.79
2398,Tableta,203420,38649.80
2399,Altavoz Bluetooth,509596,96823.24
2400,Smartphone,104969,19944.11
2401,Auriculares inalámbricos,636263,120889.97
2402,Bicicleta de montaña,257512,48927.28
2403,Vestido de noche,201040,38197.60
2404,Altavoz Bluetooth,161069,30603.11
2405,Smartphone,552299,104936.81
2406,Tableta,62655,11904.45
2407,Vestido de noche,268414,50998.66
2408,Auriculares inalámbricos,359074,68224.06
2409,Auriculares inalámbricos,433745,82411.55
2410,Vestido de noche,271436,51572.84
2411,Impresora láser,736735,139979.65
2412,Bicicleta de montaña,203810,38723.90
2413,Impresora láser,92298,17536.62
2414,Auriculares inalámbricos,645840,122709.60
2415,Maleta de viaje,749700,142443.00
2416,Bicicleta de montaña,215139,40876.41
2417,Vestido de noche,746300,141797.00
2418,Altavoz Bluetooth,598778,113767.82
2419,Televisor LED,651262,123739.78
2420,Impresora láser,587570,111638.30
2421,Bicicleta de montaña,233003,44270.57
2422,Maleta de viaje,494593,93972.67
2423,Auriculares inalámbricos,403462,76657.78
2424,Refrigerador,74097,14078.43
2425,Cafetera,238242,45265.98
2426,Zapatos deportivos,86510,16436.90
2427,Smartphone,269391,51184.29
2428,Juego de sartenes,695709,132184.71
2429,Cafetera,690211,131140.09
2430,Impresora láser,383865,72934.35
2431,Tableta,469006,89111.14
2432,Laptop,641157,121819.83
2433,Altavoz Bluetooth,387670,73657.30
2434,Auriculares inalámbricos,189186,35945.34
2435,Licuadora,697658,132555.02
2436,Gafas de sol,659515,125307.85
2437,Reloj inteligente,372446,70764.74
2438,Vestido de noche,712018,135283.42
2439,Vestido de noche,437847,83190.93
2440,Altavoz Bluetooth,405485,77042.15
2441,Zapatos deportivos,63312,12029.28
2442,Juego de sartenes,604595,114873.05
2443,Perfume,333724,63407.56
2444,Licuadora,141228,26833.32
2445,Licuadora,191222,36332.18
2446,Impresora láser,378707,71954.33
2447,Licuadora,52042,9887.98
2448,Zapatos deportivos,722501,137275.19
2449,Reloj inteligente,468527,89020.13
2450,Zapatos deportivos,59597,11323.43
2451,Máquina de ejercicio,214984,40846.96
2452,Maleta de viaje,633988,120457.72
2453,Auriculares inalámbricos,229905,43681.95
2454,Cámara digital,248167,47151.73
2455,Altavoz Bluetooth,608315,115579.85
2456,Bicicleta de montaña,606838,115299.22
2457,Impresora láser,350263,66549.97
2458,Altavoz Bluetooth,479510,91106.90
2459,Bicicleta de montaña,183292,34825.48
2460,Cámara digital,168229,31963.51
2461,Maleta de viaje,524677,99688.63
2462,Bicicleta de montaña,335403,63726.57
2463,Smartphone,720313,136859.47
2464,Altavoz Bluetooth,518184,98454.96
2465,Maleta de viaje,304789,57909.91
2466,Gafas de sol,130595,24813.05
2467,Smartphone,598147,113647.93
2468,Tableta,572174,108713.06
2469,Zapatos deportivos,796772,151386.68
2470,Juego de sartenes,194762,37004.78
2471,Laptop,796946,151419.74
2472,Gafas de sol,702731,133518.89
2473,Altavoz Bluetooth,523819,99525.61
2474,Juego de sartenes,191760,36434.40
2475,Cámara digital,636419,120919.61
2476,Laptop,274674,52188.06
2477,Vestido de noche,531144,100917.36
2478,Televisor LED,246679,46869.01
2479,Maleta de viaje,185383,35222.77
2480,Laptop,564797,107311.43
2481,Cámara digital,653437,124153.03
2482,Vestido de noche,472454,89766.26
2483,Gafas de sol,374081,71075.39
2484,Altavoz Bluetooth,396825,75396.75
2485,Vestido de noche,490591,93212.29
2486,Refrigerador,193105,36689.95
2487,Bicicleta de montaña,191044,36298.36
2488,Bicicleta de montaña,551282,104743.58
2489,Auriculares inalámbricos,512963,97462.97
2490,Smartphone,627258,119179.02
2491,Refrigerador,525174,99783.06
2492,Smartphone,99078,18824.82
2493,Auriculares inalámbricos,711203,135128.57
2494,Maleta de viaje,441384,83862.96
2495,Reloj inteligente,631020,119893.80
2496,Impresora láser,655227,124493.13
2497,Cafetera,789123,149933.37
2498,Zapatos deportivos,461526,87689.94
2499,Cafetera,295169,56082.11
2500,Cámara digital,220664,41926.16
2501,Tableta,507823,96486.37
2502,Perfume,377524,71729.56
2503,Zapatos deportivos,397903,75601.57
2504,Refrigerador,611892,116259.48
2505,Altavoz Bluetooth,112310,21338.90
2506,Maleta de viaje,648996,123309.24
2507,Altavoz Bluetooth,250846,47660.74
2508,Gafas de sol,57979,11016.01
2509,Tableta,789374,149981.06
2510,Perfume,708783,134668.77
2511,Máquina de ejercicio,244678,46488.82
2512,Vestido de noche,425203,80788.57
2513,Bicicleta de montaña,673396,127945.24
2514,Auriculares inalámbricos,298787,56769.53
2515,Zapatos deportivos,90392,17174.48
2516,Zapatos deportivos,760894,144569.86
2517,Vestido de noche,303055,57580.45
2518,Tableta,328635,62440.65
2519,Juego de sartenes,724146,137587.74
2520,Tableta,513055,97480.45
2521,Tableta,582022,110584.18
2522,Bicicleta de montaña,689147,130937.93
2523,Televisor LED,420063,79811.97
2524,Máquina de ejercicio,635347,120715.93
2525,Altavoz Bluetooth,670304,127357.76
2526,Altavoz Bluetooth,665417,126429.23
2527,Altavoz Bluetooth,679630,129129.70
2528,Laptop,682431,129661.89
2529,Televisor LED,167248,31777.12
2530,Bicicleta de montaña,98328,18682.32
2531,Licuadora,613840,116629.60
2532,Auriculares inalámbricos,785039,149157.41
2533,Refrigerador,629807,119663.33
2534,Gafas de sol,172998,32869.62
2535,Impresora láser,129528,24610.32
2536,Juego de sartenes,555063,105461.97
2537,Gafas de sol,235622,44768.18
2538,Zapatos deportivos,252042,47887.98
2539,Televisor LED,574456,109146.64
2540,Licuadora,193910,36842.90
2541,Vestido de noche,281832,53548.08
2542,Tableta,131205,24928.95
2543,Perfume,53625,10188.75
2544,Reloj inteligente,713838,135629.22
2545,Cámara digital,537076,102044.44
2546,Juego de sartenes,90583,17210.77
2547,Reloj inteligente,690382,131172.58
2548,Perfume,734361,139528.59
2549,Licuadora,743134,141195.46
2550,Máquina de ejercicio,457971,87014.49
2551,Vestido de noche,96159,18270.21
2552,Bicicleta de montaña,688900,130891.00
2553,Zapatos deportivos,166365,31609.35
2554,Bicicleta de montaña,173997,33059.43
2555,Juego de sartenes,749551,142414.69
2556,Licuadora,327417,62209.23
2557,Cafetera,227071,43143.49
2558,Impresora láser,483226,91812.94
2559,Máquina de ejercicio,642019,121983.61
2560,Maleta de viaje,505529,96050.51
2561,Televisor LED,672987,127867.53
2562,Laptop,150015,28502.85
2563,Maleta de viaje,741079,140805.01
2564,Refrigerador,503332,95633.08
2565,Cámara digital,793408,150747.52
2566,Tableta,786217,149381.23
2567,Perfume,158087,30036.53
2568,Bicicleta de montaña,353912,67243.28
2569,Zapatos deportivos,272905,51851.95
2570,Impresora láser,418264,79470.16
2571,Reloj inteligente,255972,48634.68
2572,Refrigerador,743432,141252.08
2573,Licuadora,261597,49703.43
2574,Gafas de sol,662731,125918.89
2575,Maleta de viaje,429488,81602.72
2576,Bicicleta de montaña,280361,53268.59
2577,Altavoz Bluetooth,547708,104064.52
2578,Vestido de noche,56401,10716.19
2579,Cámara digital,625245,118796.55
2580,Smartphone,270989,51487.91
2581,Auriculares inalámbricos,332700,63213.00
2582,Gafas de sol,103666,19696.54
2583,Tableta,767170,145762.30
2584,Impresora láser,211808,40243.52
2585,Reloj inteligente,466611,88656.09
2586,Vestido de noche,547598,104043.62
2587,Perfume,572412,108758.28
2588,Licuadora,123046,23378.74
2589,Perfume,214617,40777.23
2590,Televisor LED,790833,150258.27
2591,Juego de sartenes,530638,100821.22
2592,Maleta de viaje,482241,91625.79
2593,Licuadora,327167,62161.73
2594,Máquina de ejercicio,699362,132878.78
2595,Reloj inteligente,326238,61985.22
2596,Altavoz Bluetooth,459654,87334.26
2597,Reloj inteligente,488713,92855.47
2598,Gafas de sol,230754,43843.26
2599,Vestido de noche,495127,94074.13
2600,Juego de sartenes,153750,29212.50
2601,Impresora láser,178449,33905.31
2602,Gafas de sol,287455,54616.45
2603,Laptop,617407,117307.33
2604,Vestido de noche,293930,55846.70
2605,Altavoz Bluetooth,335712,63785.28
2606,Altavoz Bluetooth,589964,112093.16
2607,Bicicleta de montaña,717214,136270.66
2608,Reloj inteligente,51712,9825.28
2609,Máquina de ejercicio,226179,42974.01
2610,Tableta,90362,17168.78
2611,Altavoz Bluetooth,620850,117961.50
2612,Vestido de noche,505134,95975.46
2613,Licuadora,344846,65520.74
2614,Laptop,669160,127140.40
2615,Cámara digital,147102,27949.38
2616,Perfume,250847,47660.93
2617,Zapatos deportivos,197124,37453.56
2618,Tableta,705219,133991.61
2619,Impresora láser,776123,147463.37
2620,Cámara digital,448357,85187.83
2621,Perfume,540259,102649.21
2622,Máquina de ejercicio,394442,74943.98
2623,Perfume,668132,126945.08
2624,Altavoz Bluetooth,675537,128352.03
2625,Licuadora,657054,124840.26
2626,Impresora láser,558713,106155.47
2627,Refrigerador,455094,86467.86
2628,Reloj inteligente,142486,27072.34
2629,Zapatos deportivos,442572,84088.68
2630,Máquina de ejercicio,768629,146039.51
2631,Juego de sartenes,217021,41233.99
2632,Televisor LED,679211,129050.09
2633,Maleta de viaje,116559,22146.21
2634,Máquina de ejercicio,655500,124545.00
2635,Cafetera,488700,92853.00
2636,Tableta,176800,33592.00
2637,Cámara digital,93465,17758.35
2638,Reloj inteligente,218880,41587.20
2639,Licuadora,570051,108309.69
2640,Smartphone,188194,35756.86
2641,Juego de sartenes,348291,66175.29
2642,Licuadora,471108,89510.52
2643,Tableta,319130,60634.70
2644,Juego de sartenes,679349,129076.31
2645,Altavoz Bluetooth,218219,41461.61
2646,Juego de sartenes,567075,107744.25
2647,Laptop,297865,56594.35
2648,Refrigerador,102140,19406.60
2649,Máquina de ejercicio,422457,80266.83
2650,Altavoz Bluetooth,709013,134712.47
2651,Auriculares inalámbricos,565235,107394.65
2652,Cafetera,703563,133676.97
2653,Vestido de noche,395662,75175.78
2654,Juego de sartenes,629750,119652.50
2655,Máquina de ejercicio,375708,71384.52
2656,Cafetera,114823,21816.37
2657,Licuadora,749026,142314.94
2658,Gafas de sol,278504,52915.76
2659,Gafas de sol,134184,25494.96
2660,Tableta,450499,85594.81
2661,Auriculares inalámbricos,591212,112330.28
2662,Bicicleta de montaña,631491,119983.29
2663,Perfume,795356,151117.64
2664,Altavoz Bluetooth,570295,108356.05
2665,Altavoz Bluetooth,404195,76797.05
2666,Altavoz Bluetooth,138733,26359.27
2667,Auriculares inalámbricos,335190,63686.10
2668,Zapatos deportivos,335773,63796.87
2669,Impresora láser,201842,38349.98
2670,Impresora láser,131748,25032.12
2671,Vestido de noche,215683,40979.77
2672,Maleta de viaje,449094,85327.86
2673,Cafetera,279311,53069.09
2674,Juego de sartenes,393178,74703.82
2675,Refrigerador,202631,38499.89
2676,Laptop,330764,62845.16
2677,Gafas de sol,719877,136776.63
2678,Vestido de noche,752832,143038.08
2679,Reloj inteligente,560386,106473.34
2680,Cámara digital,205738,39090.22
2681,Gafas de sol,267205,50768.95
2682,Vestido de noche,503680,95699.20
2683,Cámara digital,767450,145815.50
2684,Juego de sartenes,777672,147757.68
2685,Impresora láser,269096,51128.24
2686,Máquina de ejercicio,342314,65039.66
2687,Maleta de viaje,723505,137465.95
2688,Juego de sartenes,671949,127670.31
2689,Reloj inteligente,601276,114242.44
2690,Reloj inteligente,687745,130671.55
2691,Altavoz Bluetooth,691652,131413.88
2692,Smartphone,319072,60623.68
2693,Zapatos deportivos,381742,72530.98
2694,Televisor LED,497680,94559.20
2695,Auriculares inalámbricos,285115,54171.85
2696,Licuadora,644215,122400.85
2697,Refrigerador,641673,121917.87
2698,Máquina de ejercicio,544347,103425.93
2699,Televisor LED,210718,40036.42
2700,Zapatos deportivos,416784,79188.96
2701,Bicicleta de montaña,132957,25261.83
2702,Gafas de sol,721913,137163.47
2703,Reloj inteligente,489290,92965.10
2704,Licuadora,208668,39646.92
2705,Reloj inteligente,489244,92956.36
2706,Bicicleta de montaña,634205,120498.95
2707,Gafas de sol,188395,35795.05
2708,Laptop,314719,59796.61
2709,Zapatos deportivos,142186,27015.34
2710,Juego de sartenes,396376,75311.44
2711,Juego de sartenes,100420,19079.80
2712,Vestido de noche,387528,73630.32
2713,Gafas de sol,417458,79317.02
2714,Impresora láser,453975,86255.25
2715,Zapatos deportivos,83396,15845.24
2716,Altavoz Bluetooth,59875,11376.25
2717,Refrigerador,631391,119964.29
2718,Licuadora,353703,67203.57
2719,Auriculares inalámbricos,394257,74908.83
2720,Altavoz Bluetooth,79492,15103.48
2721,Auriculares inalámbricos,359041,68217.79
2722,Reloj inteligente,356277,67692.63
2723,Laptop,120524,22899.56
2724,Bicicleta de montaña,581914,110563.66
2725,Tableta,115261,21899.59
2726,Cámara digital,55650,10573.50
2727,Auriculares inalámbricos,275730,52388.70
2728,Maleta de viaje,302311,57439.09
2729,Vestido de noche,704983,133946.77
2730,Tableta,93022,17674.18
2731,Altavoz Bluetooth,729350,138576.50
2732,Smartphone,351219,66731.61
2733,Altavoz Bluetooth,105509,20046.71
2734,Refrigerador,465157,88379.83
2735,Reloj inteligente,351509,66786.71
2736,Reloj inteligente,795796,151201.24
2737,Reloj inteligente,697759,132574.21
2738,Tableta,214390,40734.10
2739,Cámara digital,219817,41765.23
2740,Zapatos deportivos,542986,103167.34
2741,Zapatos deportivos,616909,117212.71
2742,Bicicleta de montaña,301544,57293.36
2743,Cafetera,142816,27135.04
2744,Laptop,396762,75384.78
2745,Laptop,337081,64045.39
2746,Televisor LED,729711,138645.09
2747,Smartphone,442476,84070.44
2748,Zapatos deportivos,739158,140440.02
2749,Refrigerador,582041,110587.79
2750,Bicicleta de montaña,355193,67486.67
2751,Reloj inteligente,166000,31540.00
2752,Perfume,69166,13141.54
2753,Cámara digital,141755,26933.45
2754,Auriculares inalámbricos,304642,57881.98
2755,Cafetera,782576,148689.44
2756,Zapatos deportivos,348951,66300.69
2757,Bicicleta de montaña,137572,26138.68
2758,Perfume,138376,26291.44
2759,Zapatos deportivos,423545,80473.55
2760,Máquina de ejercicio,280838,53359.22
2761,Maleta de viaje,404908,76932.52
2762,Zapatos deportivos,68882,13087.58
2763,Juego de sartenes,206322,39201.18
2764,Cámara digital,605921,115124.99
2765,Altavoz Bluetooth,470204,89338.76
2766,Altavoz Bluetooth,246780,46888.20
2767,Auriculares inalámbricos,775513,147347.47
2768,Cámara digital,546680,103869.20
2769,Reloj inteligente,259829,49367.51
2770,Cafetera,131960,25072.40
2771,Impresora láser,341054,64800.26
2772,Laptop,84806,16113.14
2773,Cámara digital,274297,52116.43
2774,Smartphone,392326,74541.94
2775,Zapatos deportivos,275470,52339.30
2776,Cafetera,196191,37276.29
2777,Cámara digital,669633,127230.27
2778,Bicicleta de montaña,347248,65977.12
2779,Perfume,721137,137016.03
2780,Juego de sartenes,267027,50735.13
2781,Altavoz Bluetooth,666393,126614.67
2782,Impresora láser,486042,92347.98
2783,Juego de sartenes,353077,67084.63
2784,Smartphone,249202,47348.38
2785,Auriculares inalámbricos,769218,146151.42
2786,Vestido de noche,381336,72453.84
2787,Reloj inteligente,683849,129931.31
2788,Licuadora,753458,143157.02
2789,Zapatos deportivos,268897,51090.43
2790,Auriculares inalámbricos,483181,91804.39
2791,Impresora láser,762660,144905.40
2792,Laptop,67878,12896.82
2793,Perfume,629681,119639.39
2794,Bicicleta de montaña,309130,58734.70
2795,Juego de sartenes,507149,96358.31
2796,Zapatos deportivos,207264,39380.16
2797,Vestido de noche,197959,37612.21
2798,Altavoz Bluetooth,331369,62960.11
2799,Impresora láser,371387,70563.53
2800,Cámara digital,617086,117246.34
2801,Impresora láser,153438,29153.22
2802,Altavoz Bluetooth,229930,43686.70
2803,Televisor LED,73572,13978.68
2804,Bicicleta de montaña,155151,29478.69
2805,Zapatos deportivos,552505,104975.95
2806,Laptop,730249,138747.31
2807,Televisor LED,402574,76489.06
2808,Perfume,664580,126270.20
2809,Zapatos deportivos,179762,34154.78
2810,Cafetera,151745,28831.55
2811,Tableta,260274,49452.06
2812,Zapatos deportivos,630735,119839.65
2813,Reloj inteligente,562092,106797.48
2814,Vestido de noche,558951,106200.69
2815,Licuadora,638259,121269.21
2816,Juego de sartenes,794350,150926.50
2817,Licuadora,665228,126393.32
2818,Maleta de viaje,643624,122288.56
2819,Reloj inteligente,127181,24164.39
2820,Juego de sartenes,460901,87571.19
2821,Smartphone,329792,62660.48
2822,Licuadora,634632,120580.08
2823,Impresora láser,477692,90761.48
2824,Cámara digital,79419,15089.61
2825,Auriculares inalámbricos,600811,114154.09
2826,Máquina de ejercicio,691847,131450.93
2827,Smartphone,757075,143844.25
2828,Licuadora,475840,90409.60
2829,Tableta,296930,56416.70
2830,Altavoz Bluetooth,108802,20672.38
2831,Reloj inteligente,372614,70796.66
2832,Auriculares inalámbricos,625939,118928.41
2833,Televisor LED,50760,9644.40
2834,Smartphone,372586,70791.34
2835,Laptop,296373,56310.87
2836,Tableta,315842,60009.98
2837,Licuadora,120911,22973.09
2838,Altavoz Bluetooth,548570,104228.30
2839,Zapatos deportivos,348583,66230.77
2840,Impresora láser,546015,103742.85
2841,Licuadora,596963,113422.97
2842,Máquina de ejercicio,130994,24888.86
2843,Zapatos deportivos,190786,36249.34
2844,Juego de sartenes,385328,73212.32
2845,Tableta,160961,30582.59
2846,Gafas de sol,546084,103755.96
2847,Cámara digital,553694,105201.86
2848,Juego de sartenes,588822,111876.18
2849,Vestido de noche,591789,112439.91
2850,Bicicleta de montaña,319820,60765.80
2851,Auriculares inalámbricos,155055,29460.45
2852,Perfume,549602,104424.38
2853,Perfume,689908,131082.52
2854,Máquina de ejercicio,101879,19357.01
2855,Auriculares inalámbricos,521926,99165.94
2856,Televisor LED,217896,41400.24
2857,Licuadora,231440,43973.60
2858,Perfume,251049,47699.31
2859,Altavoz Bluetooth,514393,97734.67
2860,Zapatos deportivos,309397,58785.43
2861,Smartphone,690453,131186.07
2862,Perfume,315952,60030.88
2863,Cámara digital,705468,134038.92
2864,Licuadora,173751,33012.69
2865,Cámara digital,598421,113699.99
2866,Smartphone,577592,109742.48
2867,Máquina de ejercicio,495616,94167.04
2868,Bicicleta de montaña,789353,149977.07
2869,Impresora láser,745742,141690.98
2870,Licuadora,327527,62230.13
2871,Bicicleta de montaña,676204,128478.76
2872,Maleta de viaje,137385,26103.15
2873,Refrigerador,208795,39671.05
2874,Altavoz Bluetooth,382978,72765.82
2875,Televisor LED,109135,20735.65
2876,Cámara digital,578027,109825.13
2877,Maleta de viaje,162320,30840.80
2878,Juego de sartenes,169909,32282.71
2879,Impresora láser,493847,93830.93
2880,Impresora láser,78092,14837.48
2881,Gafas de sol,269262,51159.78
2882,Gafas de sol,247307,46988.33
2883,Reloj inteligente,700341,133064.79
2884,Auriculares inalámbricos,292141,55506.79
2885,Licuadora,183557,34875.83
2886,Reloj inteligente,741910,140962.90
2887,Zapatos deportivos,418963,79602.97
2888,Laptop,268328,50982.32
2889,Gafas de sol,84209,15999.71
2890,Smartphone,180407,34277.33
2891,Reloj inteligente,126549,24044.31
2892,Máquina de ejercicio,202877,38546.63
2893,Auriculares inalámbricos,95982,18236.58
2894,Bicicleta de montaña,553212,105110.28
2895,Licuadora,739394,140484.86
2896,Reloj inteligente,299093,56827.67
2897,Vestido de noche,230978,43885.82
2898,Auriculares inalámbricos,696024,132244.56
2899,Vestido de noche,319931,60786.89
2900,Refrigerador,313316,59530.04
2901,Cafetera,469793,89260.67
2902,Máquina de ejercicio,76997,14629.43
2903,Smartphone,232473,44169.87
2904,Gafas de sol,630482,119791.58
2905,Smartphone,268044,50928.36
2906,Televisor LED,373589,70981.91
2907,Cafetera,487017,92533.23
2908,Reloj inteligente,474337,90124.03
2909,Bicicleta de montaña,528593,100432.67
2910,Impresora láser,328495,62414.05
2911,Zapatos deportivos,445204,84588.76
2912,Zapatos deportivos,688802,130872.38
2913,Perfume,329148,62538.12
2914,Licuadora,153652,29193.88
2915,Televisor LED,186862,35503.78
2916,Maleta de viaje,441598,83903.62
2917,Altavoz Bluetooth,556639,105761.41
2918,Auriculares inalámbricos,682203,129618.57
2919,Zapatos deportivos,232154,44109.26
2920,Refrigerador,409477,77800.63
2921,Reloj inteligente,596592,113352.48
2922,Zapatos deportivos,289242,54955.98
2923,Altavoz Bluetooth,175839,33409.41
2924,Refrigerador,318229,60463.51
2925,Laptop,100873,19165.87
2926,Zapatos deportivos,792242,150525.98
2927,Auriculares inalámbricos,770310,146358.90
2928,Auriculares inalámbricos,359556,68315.64
2929,Altavoz Bluetooth,591424,112370.56
2930,Vestido de noche,373727,71008.13
2931,Licuadora,102599,19493.81
2932,Zapatos deportivos,597913,113603.47
2933,Laptop,242140,46006.60
2934,Bicicleta de montaña,85447,16234.93
2935,Impresora láser,215305,40907.95
2936,Cámara digital,54151,10288.69
2937,Juego de sartenes,370617,70417.23
2938,Altavoz Bluetooth,701960,133372.40
2939,Laptop,482888,91748.72
2940,Reloj inteligente,666627,126659.13
2941,Juego de sartenes,782030,148585.70
2942,Cámara digital,57068,10842.92
2943,Juego de sartenes,412800,78432.00
2944,Cámara digital,168283,31973.77
2945,Maleta de viaje,217268,41280.92
2946,Bicicleta de montaña,569780,108258.20
2947,Laptop,479032,91016.08
2948,Refrigerador,786489,149432.91
2949,Laptop,226473,43029.87
2950,Cámara digital,400734,76139.46
2951,Altavoz Bluetooth,664302,126217.38
2952,Laptop,798432,151702.08
2953,Vestido de noche,298023,56624.37
2954,Gafas de sol,229157,43539.83
2955,Laptop,489267,92960.73
2956,Bicicleta de montaña,607646,115452.74
2957,Gafas de sol,663559,126076.21
2958,Gafas de sol,589453,111996.07
2959,Smartphone,340107,64620.33
2960,Perfume,248555,47225.45
2961,Altavoz Bluetooth,287463,54617.97
2962,Cafetera,570277,108352.63
2963,Máquina de ejercicio,433959,82452.21
2964,Bicicleta de montaña,632686,120210.34
2965,Gafas de sol,778359,147888.21
2966,Máquina de ejercicio,567362,107798.78
2967,Gafas de sol,284574,54069.06
2968,Laptop,548457,104206.83
2969,Tableta,462130,87804.70
2970,Cámara digital,437150,83058.50
2971,Cámara digital,544003,103360.57
2972,Licuadora,382160,72610.40
2973,Juego de sartenes,340842,64759.98
2974,Juego de sartenes,707766,134475.54
2975,Altavoz Bluetooth,55553,10555.07
2976,Bicicleta de montaña,741766,140935.54
2977,Gafas de sol,157961,30012.59
2978,Refrigerador,249006,47311.14
2979,Televisor LED,165797,31501.43
2980,Refrigerador,179987,34197.53
2981,Refrigerador,59977,11395.63
2982,Bicicleta de montaña,468565,89027.35
2983,Máquina de ejercicio,149065,28322.35
2984,Televisor LED,299150,56838.50
2985,Vestido de noche,120445,22884.55
